form,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,period,nbOcc,nbOcc_period,nbUsers_period,propagation_start,propagation_end_ex,type
sreveiller,9.103902843148855e-06,8.220439300276207e-06,2.40959984578561e-05,0.0,8.301924386072691e-06,2.241683354753863e-05,2.7741367233284093e-05,1.897029252191069e-05,1.2049862330322875e-05,1.0777720296602862e-05,2.625223143967237e-05,1.949868871318404e-05,3.7971919765333536e-05,9.105560765959772e-06,2.71506726579151e-05,5.12140047023768e-05,5.709174643652349e-05,3.834715251088633e-05,6.478808223227338e-05,8.486279229445846e-05,6.786690545763032e-05,7.176484096911241e-05,3.2334787201172675e-05,4.7386467101945214e-05,3.0453761039488378e-05,3.326148851813416e-05,3.700789242000452e-05,4.2267499167330266e-05,4.1268069519010827e-05,2.2215576536933395e-05,2.3558592744289985e-05,3.076134324532171e-05,2.7462819918966373e-05,2.2249796756664243e-05,2.1073483236044085e-05,1.638466831969765e-05,2.0317357118186065e-05,2.848114548169112e-05,2.650962867584405e-05,1.4503936368330365e-05,3.065397183513068e-05,8.445541739274865e-06,1.1084815465534538e-05,1.0296831922238324e-05,1.6351046058171572e-05,1.0821134758296427e-05,1.4051382392564007e-05,1.1706370774209191e-05,2.206063280076703e-05,2.5389259666114308e-05,1.6079468305581362e-05,3.1314759382915035e-05,2.452770026395579e-05,1.270341340718251e-05,1.506980143652882e-05,1.0693986236839714e-05,1.1129454100276382e-05,2.3845779126767568e-05,1.7753979554517145e-05,1.385900540847686e-05,2012-04 - 2017-03,755,588,544,2,19,buzz
batrd,9.103902843148855e-06,0.0,0.0,8.304889088206227e-06,8.301924386072691e-06,0.0,0.0,6.323430840636896e-06,6.024931165161438e-06,4.311088118641145e-05,3.675312401554132e-05,4.87467217829601e-05,6.645085958933369e-05,5.918614497873851e-05,3.620089687722013e-05,5.586982331168378e-05,5.233410090014654e-05,3.834715251088633e-05,6.073882709275629e-05,0.0001002923908934,0.0001093411254595,6.100011482374555e-05,8.622609920312713e-05,4.7386467101945214e-05,6.090752207897676e-05,5.987067933264149e-05,4.285124385474208e-05,5.9174498834262376e-05,4.91286541892986e-05,3.93044815653437e-05,4.543442886398783e-05,4.1015124327095615e-05,4.027880254781735e-05,3.08074108938428e-05,2.917866909606104e-05,2.730778053282941e-05,2.188023074266192e-05,2.998015313862224e-05,2.650962867584405e-05,2.610708546299466e-05,2.4523177468104545e-05,2.252144463806631e-05,1.1084815465534538e-05,2.059366384447665e-05,3.2702092116343145e-05,2.164226951659285e-05,1.580780519163451e-05,1.0034032092179307e-05,1.866668929295672e-05,1.3540938488594298e-05,7.146430358036161e-06,1.842044669583237e-05,5.660238522451336e-06,9.073866719416078e-06,7.53490071826441e-06,8.911655197366427e-06,1.1129454100276382e-05,1.703269937626255e-05,5.326193866355144e-06,1.559138108453647e-05,2012-04 - 2017-03,882,782,550,4,21,buzz
mdddddddddrrrrr,9.103902843148855e-06,0.0,0.0,0.0,0.0,0.0,6.935341808321023e-06,0.0,0.0,0.0,0.0,4.87467217829601e-06,1.4239469912000076e-05,2.276390191489943e-05,2.2625560548262583e-05,1.8623274437227925e-05,2.378822768188479e-05,2.5564768340590886e-05,4.049255139517086e-05,2.7001797548236784e-05,2.6392685455745123e-05,1.0764726145366864e-05,7.185508266927261e-06,3.0462728851250496e-05,6.767502453219639e-06,6.652297703626833e-06,2.337340573895022e-05,2.705119946709137e-05,9.82573083785972e-06,5.126671508523091e-06,2.524134936888213e-05,1.5380671622660856e-05,1.0985127967586549e-05,6.846091309742844e-06,9.726223032020347e-06,3.641037404377255e-06,1.406586262028266e-05,1.1992061255448892e-05,3.787089810834864e-06,8.702361820998219e-06,6.130794367026136e-06,1.1260722319033154e-05,1.1084815465534538e-05,0.0,0.0,5.410567379148215e-06,3.5128455981410023e-06,0.0,1.0181830523430935e-05,1.6926173110742872e-06,1.7866075895090402e-06,1.8420446695832373e-06,7.546984696601782e-06,1.814773343883216e-06,3.767450359132205e-06,0.0,1.8549090167127305e-06,1.7032699376262548e-06,3.550795910903429e-06,3.464751352119215e-06,2012-04 - 2017-03,252,214,202,5,22,buzz
ocalme,9.103902843148855e-06,0.0,0.0,8.304889088206227e-06,0.0,7.472277849179544e-06,6.935341808321023e-06,0.0,6.024931165161438e-06,2.1555440593205724e-05,1.5751338863803424e-05,5.849606613955212e-05,3.7971919765333536e-05,6.37389253617184e-05,7.692690586409278e-05,5.586982331168378e-05,9.03952651911622e-05,8.095509974520447e-05,0.0001093298887669,0.0001118645898426,0.000169667263644,0.0001722356183258,0.0001868232149401,0.0001895458684077,0.000138733800291,0.0001563289960352,8.765027152106334e-05,0.0001386373972688,0.0001021876007137,7.006451061648225e-05,6.562750835909354e-05,3.588823378620867e-05,4.210965720908177e-05,4.278807068589277e-05,3.2420743440067826e-05,2.730778053282941e-05,3.594609336294458e-05,2.6982137824760007e-05,1.893544905417432e-05,8.702361820998219e-06,1.8392383101078407e-05,1.970626405830802e-05,1.939842706468544e-05,1.2871039902797906e-05,1.3625871715142975e-05,1.3526418447870537e-05,8.782113995352505e-06,6.689354728119539e-06,1.5272745785146406e-05,6.770469244297149e-06,5.359822768527121e-06,1.1052268017499425e-05,1.6980715567354007e-05,1.0888640063299294e-05,5.6511755386983086e-06,7.129324157893142e-06,5.564727050138191e-06,6.813079750505019e-06,7.101591821806858e-06,6.92950270423843e-06,2012-04 - 2017-03,1454,1391,650,10,25,buzz
dforce,9.103902843148855e-06,0.0,0.0,8.304889088206227e-06,8.301924386072691e-06,0.0,6.935341808321023e-06,6.323430840636896e-06,1.2049862330322875e-05,2.1555440593205724e-05,2.1001785151737897e-05,3.412270524807207e-05,2.373244985333346e-05,1.3658341148939658e-05,7.240179375444027e-05,6.052564192099076e-05,5.709174643652349e-05,5.112953668118177e-05,6.478808223227338e-05,5.786099474622168e-05,5.2785370911490246e-05,7.535308301756803e-05,7.185508266927261e-05,3.384747650138944e-05,4.737251717253748e-05,2.9935339666320743e-05,2.5321189550529407e-05,4.2267499167330266e-05,3.930292335143888e-05,3.588670055966164e-05,2.3558592744289985e-05,3.588823378620867e-05,2.92936745802308e-05,3.08074108938428e-05,3.2420743440067826e-05,1.2743630915320393e-05,1.406586262028266e-05,1.948709954010445e-05,1.1361269432504592e-05,2.0305510915662512e-05,1.532698591756534e-05,5.630361159516577e-06,1.6627223198301806e-05,7.722623941678744e-06,2.1801394744228763e-05,1.893698582701875e-05,2.1077073588846014e-05,1.3378709456239078e-05,2.5454576308577345e-05,2.2004025043965736e-05,2.322589866361752e-05,2.3946580704582088e-05,2.6414446438106235e-05,3.629546687766432e-05,9.418625897830514e-06,8.911655197366427e-06,1.8549090167127303e-05,2.895558893964633e-05,2.4855571376324003e-05,1.2126629732417253e-05,2012-04 - 2017-03,851,652,524,3,20,buzz
dquestion,9.103902843148855e-06,8.220439300276207e-06,0.0,0.0,8.301924386072691e-06,0.0,0.0,6.323430840636896e-06,6.024931165161438e-06,1.0777720296602862e-05,5.250446287934474e-06,1.949868871318404e-05,0.0,1.3658341148939658e-05,1.8100448438610067e-05,1.3967455827920945e-05,1.903058214550783e-05,1.7043178893727258e-05,2.024627569758543e-05,1.5429598598992447e-05,1.8851918182675087e-05,2.8705936387644965e-05,3.2334787201172675e-05,1.692373825069472e-05,6.767502453219639e-06,6.652297703626833e-06,9.738919057895926e-06,1.3525599733545686e-05,1.3756023173003608e-05,8.544452514205152e-06,8.41378312296071e-06,8.54481756814492e-06,7.3234186450577e-06,1.0269136964614266e-05,1.6210371720033913e-05,0.0,1.0940115371330958e-05,5.996030627724446e-06,5.680634716252296e-06,1.4503936368330365e-05,9.196191550539204e-06,8.445541739274865e-06,5.542407732767269e-06,7.722623941678744e-06,5.450348686057191e-06,0.0,5.269268397211503e-06,8.361693410149424e-06,8.484858769525781e-06,6.770469244297149e-06,0.0,7.36817867833295e-06,7.546984696601782e-06,7.259093375532863e-06,1.8837251795661024e-06,5.346993118419857e-06,7.419636066850921e-06,8.516349688131275e-06,1.5978581599065432e-05,1.905613243665568e-05,2012-04 - 2017-03,307,225,212,2,19,buzz
lbat,9.103902843148855e-06,8.220439300276207e-06,0.0,0.0,0.0,0.0,6.935341808321023e-06,1.2646861681273793e-05,6.024931165161438e-06,2.1555440593205724e-05,1.0500892575868949e-05,1.462401653488803e-05,9.492979941333384e-06,1.8211121531919543e-05,1.357533632895755e-05,2.793491165584189e-05,1.903058214550783e-05,2.1303973617159072e-05,4.049255139517086e-05,3.857399649748112e-05,5.655575454802526e-05,3.5882420484556204e-05,3.952029546809994e-05,3.384747650138944e-05,2.030250735965892e-05,1.3304595407253666e-05,1.7530054304212667e-05,1.5216299700238896e-05,1.965146167571944e-05,1.5380014525569273e-05,1.0096539747552852e-05,1.3671708109031872e-05,2.0139401273908675e-05,2.053827392922853e-05,1.6210371720033913e-05,7.28207480875451e-06,1.0940115371330958e-05,1.1992061255448892e-05,1.1361269432504592e-05,1.4503936368330365e-05,1.8392383101078407e-05,2.815180579758289e-06,8.313611599150903e-06,7.722623941678744e-06,1.6351046058171572e-05,8.115851068722321e-06,1.2294959593493509e-05,1.1706370774209191e-05,8.484858769525781e-06,5.077851933222862e-06,7.146430358036161e-06,9.210223347916188e-06,7.546984696601782e-06,3.629546687766432e-06,3.767450359132205e-06,7.129324157893142e-06,5.564727050138191e-06,1.021961962575753e-05,8.876989777258572e-06,3.464751352119215e-06,2012-04 - 2017-03,430,326,283,4,21,buzz
mdddddddddrrr,1.8207805686297714e-05,0.0,0.0,8.304889088206227e-06,1.6603848772145382e-05,7.472277849179544e-06,6.935341808321023e-06,6.323430840636896e-06,0.0,1.0777720296602862e-05,1.0500892575868949e-05,1.949868871318404e-05,1.8985959882666768e-05,4.097502344681897e-05,2.2625560548262583e-05,2.793491165584189e-05,4.757645536376958e-05,4.686874195774996e-05,4.859106167420503e-05,3.4716596847733004e-05,4.524460363842021e-05,3.9470662533011824e-05,2.514927893424541e-05,4.061697180166733e-05,1.353500490643928e-05,2.660919081450733e-05,2.5321189550529407e-05,2.536049950039816e-05,2.554690017843527e-05,3.0760029051138547e-05,3.870340236561926e-05,3.24703067589507e-05,2.7462819918966373e-05,1.882675110179282e-05,3.2420743440067826e-05,1.8205187021886275e-05,1.5628736244758512e-05,1.948709954010445e-05,9.46772452708716e-06,1.4503936368330365e-05,1.532698591756534e-05,5.630361159516577e-06,1.1084815465534538e-05,2.5742079805595813e-06,2.725174343028596e-06,0.0,1.4051382392564007e-05,1.0034032092179307e-05,1.357577403124125e-05,1.184832117752001e-05,7.146430358036161e-06,1.8420446695832373e-06,7.546984696601782e-06,9.073866719416078e-06,1.8837251795661024e-06,1.7823310394732857e-06,9.274545083563651e-06,6.813079750505019e-06,5.326193866355144e-06,3.464751352119215e-06,2012-04 - 2017-03,464,420,361,4,21,buzz
ptddddddddddddddddddr,9.103902843148855e-06,8.220439300276207e-06,8.031999485952032e-06,8.304889088206227e-06,8.301924386072691e-06,1.4944555698359088e-05,1.3870683616642048e-05,1.897029252191069e-05,1.2049862330322875e-05,3.233316088980859e-05,2.625223143967237e-05,6.337073831784813e-05,7.119734956000037e-05,6.829170574469829e-05,5.882645742548272e-05,7.914891635821868e-05,7.612232858203132e-05,9.799827863893172e-05,0.0001052806336274,0.0001272941884416,0.0001470449618248,0.0001148237455505,0.0001149681322708,0.000121850915405,0.0001522688051974,7.317527473989516e-05,7.012021721685067e-05,0.000148781597069,0.000123804208557,7.86089631306874e-05,8.245507460501495e-05,8.54481756814492e-05,6.774162246678373e-05,4.9634161995635615e-05,6.808356122414243e-05,4.187193015033843e-05,5.9389197730082345e-05,6.895435221883113e-05,3.976444301376608e-05,3.771023455765895e-05,3.065397183513068e-05,2.53366252178246e-05,2.216963093106908e-05,2.574207980559581e-05,3.2702092116343145e-05,8.115851068722321e-06,1.932065078977551e-05,1.5051048138268962e-05,1.866668929295672e-05,1.861879042181716e-05,2.1439291074108483e-05,1.47363573566659e-05,2.2640954089805343e-05,1.6332960094948942e-05,1.506980143652882e-05,1.7823310394732854e-05,2.2258908200552763e-05,1.362615950101004e-05,5.326193866355144e-06,1.559138108453647e-05,2012-04 - 2017-03,1497,1304,967,6,24,buzz
esportif,9.103902843148855e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.388860148301431e-06,0.0,4.87467217829601e-06,0.0,0.0,0.0,4.655818609306981e-06,1.903058214550783e-05,8.521589446863629e-06,2.429553083710252e-05,1.928699824874056e-05,1.508153454614007e-05,2.1529452290733725e-05,1.0778262400390893e-05,2.3693233550972607e-05,1.015125367982946e-05,1.3304595407253666e-05,7.79113524631674e-06,1.1834899766852474e-05,5.895438502715832e-06,2.0506686034092364e-05,1.0096539747552852e-05,2.0507562163547808e-05,2.1970255935173097e-05,2.053827392922853e-05,9.726223032020347e-06,7.28207480875451e-06,2.0317357118186065e-05,1.049305359851778e-05,5.680634716252296e-06,1.1603149094664292e-05,1.2261588734052273e-05,1.1260722319033154e-05,1.1084815465534538e-05,1.0296831922238324e-05,1.0900697372114382e-05,2.705283689574108e-05,1.2294959593493509e-05,8.361693410149424e-06,1.0181830523430935e-05,1.6926173110742873e-05,7.146430358036161e-06,5.526134008749712e-06,1.1320477044902672e-05,2.177728012659859e-05,1.506980143652882e-05,1.2476317276313e-05,9.274545083563651e-06,2.043923925151506e-05,1.952937750996886e-05,3.118276216907294e-05,2012-04 - 2017-03,726,346,257,14,18,change
rafaler,9.103902843148855e-06,0.0,8.031999485952032e-06,0.0,0.0,0.0,6.935341808321023e-06,6.323430840636896e-06,0.0,5.388860148301431e-06,2.625223143967237e-05,4.87467217829601e-06,4.746489970666692e-06,9.105560765959772e-06,1.8100448438610067e-05,1.8623274437227925e-05,2.378822768188479e-05,3.4086357787454515e-05,4.859106167420503e-05,3.4716596847733004e-05,3.016306909228014e-05,1.4352968193822482e-05,4.311304960156357e-05,4.061697180166733e-05,4.3988765945927655e-05,4.989223277720125e-05,3.311232479684615e-05,4.395819913402348e-05,6.68149696974461e-05,8.202674413636946e-05,9.591712760175208e-05,0.0001076647013586,8.238845975689912e-05,0.0001660177142612,0.0001053674161802,6.189763587441334e-05,6.40778186035099e-05,8.394442878814225e-05,6.059343697335782e-05,4.931338365232324e-05,5.8242546486748285e-05,5.06732504356492e-05,5.265287346128905e-05,9.267148730014492e-05,4.087761514542893e-05,4.869510641233393e-05,5.971837516839704e-05,5.017016046089654e-05,5.090915261715469e-05,5.416375395437719e-05,4.823840491674408e-05,5.89454294266636e-05,5.660238522451336e-05,4.899888028484683e-05,4.520940430958647e-05,7.4857903657878e-05,5.008254345124372e-05,7.324060731792896e-05,7.101591821806858e-05,7.275977839450352e-05,2012-04 - 2017-03,3565,1413,1241,11,29,change
mdder,9.103902843148855e-06,0.0,0.0,0.0,0.0,7.472277849179544e-06,6.935341808321023e-06,6.323430840636896e-06,6.024931165161438e-06,2.1555440593205724e-05,1.0500892575868949e-05,2.437336089148005e-05,2.373244985333346e-05,1.8211121531919543e-05,1.8100448438610067e-05,2.3279093046534906e-05,2.378822768188479e-05,2.1303973617159072e-05,2.83447859766196e-05,3.0859197197984894e-05,5.2785370911490246e-05,3.9470662533011824e-05,2.8742033067709043e-05,2.707798120111155e-05,3.0453761039488378e-05,2.660919081450733e-05,2.142562192737104e-05,2.536049950039816e-05,1.7686315508147498e-05,1.7088905028410304e-05,2.860686261806641e-05,1.3671708109031872e-05,1.6477691951379822e-05,6.846091309742844e-06,1.296829737602713e-05,1.2743630915320393e-05,1.406586262028266e-05,1.049305359851778e-05,1.7041904148756886e-05,1.4503936368330365e-05,6.130794367026136e-06,5.630361159516577e-06,2.7712038663836344e-06,5.148415961119163e-06,8.175523029085786e-06,8.115851068722321e-06,7.0256911962820045e-06,3.3446773640597696e-06,5.0909152617154684e-06,6.770469244297149e-06,5.359822768527121e-06,7.36817867833295e-06,5.660238522451336e-06,7.259093375532863e-06,1.8837251795661024e-06,5.346993118419857e-06,3.709818033425461e-06,5.109809812878765e-06,3.550795910903429e-06,3.464751352119215e-06,2012-04 - 2017-03,481,445,235,4,21,buzz
mddddddddddrrr,9.103902843148855e-06,0.0,8.031999485952032e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.949868871318404e-05,1.8985959882666768e-05,2.276390191489943e-05,2.2625560548262583e-05,3.724654887445585e-05,2.378822768188479e-05,2.98255630640227e-05,3.6443296255653774e-05,2.314439789848867e-05,5.2785370911490246e-05,3.2294178436100584e-05,2.8742033067709043e-05,6.769495300277887e-06,1.6918756133049097e-05,2.9935339666320743e-05,2.72689733621086e-05,2.366979953370495e-05,2.1616607843291384e-05,1.879779553125133e-05,1.5144809621329278e-05,1.708963513628984e-05,1.46468372901154e-05,2.2249796756664243e-05,1.458933454803052e-05,1.638466831969765e-05,2.0317357118186065e-05,1.6489084226242226e-05,7.574179621669728e-06,5.801574547332146e-06,6.130794367026136e-06,2.815180579758289e-06,2.7712038663836344e-06,5.148415961119163e-06,8.175523029085786e-06,2.705283689574108e-06,5.269268397211503e-06,3.3446773640597696e-06,8.484858769525781e-06,3.3852346221485745e-06,3.5732151790180804e-06,0.0,7.546984696601782e-06,3.629546687766432e-06,0.0,7.129324157893142e-06,3.709818033425461e-06,3.4065398752525097e-06,1.7753979554517145e-06,5.197127028178823e-06,2012-04 - 2017-03,335,297,253,5,22,buzz
mdde,9.103902843148855e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.2646861681273793e-05,1.2049862330322875e-05,2.694430074150716e-05,1.5751338863803424e-05,4.387204960466409e-05,5.695787964800031e-05,5.463336459575863e-05,6.335156953513524e-05,6.518146053029775e-05,7.136468304565437e-05,4.686874195774996e-05,8.908361306937589e-05,6.55757940457179e-05,0.0001244226600056,0.000118411987599,8.26333450696635e-05,8.800343890361254e-05,9.812878557168478e-05,4.989223277720125e-05,4.869459528947963e-05,8.284429836796732e-05,8.45012852055936e-05,4.272226257102576e-05,5.721372523613282e-05,2.563445270443476e-05,3.4786238564024074e-05,2.738436523897137e-05,4.7010077988098346e-05,2.366674312845216e-05,3.2820346113992875e-05,2.848114548169112e-05,2.082899395959175e-05,3.19086600103268e-05,4.904635493620909e-05,1.1260722319033154e-05,3.0483242530219977e-05,1.8019455863917068e-05,2.1801394744228763e-05,1.6231702137444643e-05,2.1077073588846014e-05,2.006806418435861e-05,1.6969717539051562e-05,1.5233555799668586e-05,1.78660758950904e-05,1.1052268017499425e-05,3.584817730885846e-05,1.814773343883216e-05,9.418625897830514e-06,1.960564143420614e-05,1.1129454100276382e-05,2.3845779126767568e-05,1.952937750996886e-05,1.7323756760596076e-05,2012-04 - 2017-03,1060,899,722,5,22,buzz
-arrête,9.103902843148855e-06,2.466131790082862e-05,2.40959984578561e-05,2.491466726461868e-05,8.301924386072691e-06,0.0,1.3870683616642048e-05,3.161715420318448e-05,2.409972466064575e-05,2.1555440593205724e-05,0.0,1.462401653488803e-05,1.4239469912000076e-05,9.105560765959772e-06,1.357533632895755e-05,3.724654887445585e-05,4.281880982739262e-05,2.5564768340590886e-05,4.049255139517086e-05,7.714799299496224e-05,1.508153454614007e-05,5.023538867837869e-05,3.592754133463631e-05,3.723222415152839e-05,3.0453761039488378e-05,3.658763736994758e-05,2.337340573895022e-05,2.536049950039816e-05,4.323321568658277e-05,5.2975605588071945e-05,6.057923848531711e-05,3.759719729983765e-05,4.210965720908177e-05,4.792263916819991e-05,3.7283854956078e-05,1.456414961750902e-05,2.500597799161362e-05,1.4990076569311117e-05,9.46772452708716e-06,1.1603149094664292e-05,1.532698591756534e-05,8.445541739274865e-06,1.1084815465534538e-05,1.544524788335749e-05,1.0900697372114382e-05,1.0821134758296427e-05,1.4051382392564007e-05,1.3378709456239078e-05,1.357577403124125e-05,8.463086555371437e-06,1.2506253126563282e-05,7.36817867833295e-06,1.886746174150445e-05,5.444320031649647e-06,1.318607625696272e-05,5.346993118419857e-06,1.2984363116989112e-05,1.5329429438636295e-05,1.2427785688162e-05,6.92950270423843e-06,2012-04 - 2017-03,750,637,495,4,24,buzz
prsnne,9.103902843148855e-06,0.0,8.031999485952032e-06,0.0,0.0,7.472277849179544e-06,0.0,6.323430840636896e-06,0.0,1.6166580444904293e-05,1.0500892575868949e-05,1.949868871318404e-05,1.4239469912000076e-05,2.276390191489943e-05,1.8100448438610067e-05,4.1902367483762834e-05,1.903058214550783e-05,1.7043178893727258e-05,3.6443296255653774e-05,3.4716596847733004e-05,2.6392685455745123e-05,4.305890458146745e-05,4.311304960156357e-05,2.707798120111155e-05,4.060501471931784e-05,3.326148851813416e-05,4.285124385474208e-05,4.73395990674099e-05,5.109380035687054e-05,3.246891955397958e-05,4.543442886398783e-05,1.8798598649918824e-05,2.5631965257701943e-05,2.396131958409996e-05,2.917866909606104e-05,1.456414961750902e-05,1.875448349371021e-05,1.798809188317334e-05,1.893544905417432e-05,1.7404723641996438e-05,1.8392383101078407e-05,5.630361159516577e-06,1.1084815465534538e-05,1.544524788335749e-05,1.6351046058171572e-05,1.893698582701875e-05,1.4051382392564007e-05,1.6723386820298848e-05,1.5272745785146406e-05,1.861879042181716e-05,1.6079468305581362e-05,1.842044669583237e-05,1.5093969393203563e-05,1.0888640063299294e-05,5.6511755386983086e-06,1.604097935525957e-05,1.669418115041457e-05,1.8735969313888804e-05,8.876989777258572e-06,1.2126629732417253e-05,2012-04 - 2017-03,754,613,337,4,24,buzz
